slang,normalized,meaning,category,language,example
touch grass moment,go outside,Variant phrase based on 'touch grass',gen_z,english,
very no cap rn,for real,Variant phrase based on 'no cap',gen_z,english,
literal clout fr,influence,Variant phrase based on 'clout',internet,english,
very bhie fr,friend,Variant phrase based on 'bhie',filipino_slang,filipino,
alpha moment asap,dominant person,Variant phrase based on 'alpha',gen_z,english,
lowkey forda asap,for the,Variant phrase based on 'forda',filipino_slang,filipino,
jejemon no cap!,overly stylized texter,Variant phrase based on 'jejemon',filipino_slang,filipino,
let him cook moment,allow him to continue,Variant phrase based on 'let him cook',gen_z,english,
very brainrot tbh,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,
literal chika!,gossip,Variant phrase based on 'chika',filipino_slang,filipino,
lowkey keri tbh,can handle,Variant phrase based on 'keri',filipino_slang,filipino,
simp af rn,overly devoted person,Variant phrase based on 'simp',internet,english,
lowkey eme fr,whatever,Variant phrase based on 'eme',filipino_slang,filipino,
very china oil asap,cheers,Variant phrase based on 'china oil',filipino_slang,filipino,
awit,ouch,Expression of disappointment,filipino_slang,filipino,
highkey no cap??,strongly,Variant phrase based on 'highkey',gen_z,english,
fr rn,for real,Variant phrase based on 'fr',abbreviation,english,
chika pls,gossip,Casual gossip or story,filipino_slang,filipino,
lowkey alpha tbh,dominant person,Variant phrase based on 'alpha',gen_z,english,
beshy fr!,bestie,Variant phrase based on 'beshy',filipino_slang,filipino,
very goated rn,greatest of all time,Variant phrase based on 'goated',gen_z,english,
jowa??,partner,Boyfriend or girlfriend,filipino_slang,filipino,
npc rn rn,unoriginal person,Variant phrase based on 'npc',gen_z,english,
highkey skibidi??,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,
omsim fr pls,oo mismo,Variant phrase based on 'omsim',filipino_slang,filipino,
lowkey kilig??,romantic excitement,Variant phrase based on 'kilig',filipino_slang,filipino,
very gigil rn,overwhelmed emotion,Variant phrase based on 'gigil',filipino_slang,filipino,
highkey bussin tbh,delicious,Variant phrase based on 'bussin',gen_z,english,
very eme fr,whatever,Variant phrase based on 'eme',filipino_slang,filipino,
literal kilig pls,romantic excitement,Variant phrase based on 'kilig',filipino_slang,filipino,
ngl.,not gonna lie,Honest admission,abbreviation,english,
literal touch grass tbh,go outside,Variant phrase based on 'touch grass',gen_z,english,
literal stan pls,obsessive fan,Variant phrase based on 'stan',internet,english,
very forda.,for the,Variant phrase based on 'forda',filipino_slang,filipino,
lods bro.,idol,Variant phrase based on 'lods',filipino_slang,filipino,
drip af fr,fashion style,Variant phrase based on 'drip',gen_z,english,
literal bussin,delicious,Variant phrase based on 'bussin',gen_z,english,
literal praning pls,paranoid,Variant phrase based on 'praning',filipino_slang,filipino,
very npc!,unoriginal person,Variant phrase based on 'npc',gen_z,english,
skibidi bro!,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,
literal china oil pls,cheers,Variant phrase based on 'china oil',filipino_slang,filipino,
simp rn tbh,overly devoted person,Variant phrase based on 'simp',internet,english,
highkey simp,overly devoted person,Variant phrase based on 'simp',internet,english,
lowkey ghosted!,suddenly ignored,Variant phrase based on 'ghosted',internet,english,
highkey mid asap,average,Variant phrase based on 'mid',gen_z,english,
forda no cap,for the,Variant phrase based on 'forda',filipino_slang,filipino,
literal flex,show off,Variant phrase based on 'flex',gen_z,english,
finna af tbh,going to,Variant phrase based on 'finna',slang,english,
lowkey tbh pls,to be honest,Variant phrase based on 'tbh',abbreviation,english,
very beshy.,bestie,Variant phrase based on 'beshy',filipino_slang,filipino,
sakalam bro!,malakas,Variant phrase based on 'sakalam',filipino_slang,filipino,
praning,paranoid,Overly anxious,filipino_slang,filipino,
rizz bro fr,charisma,Variant phrase based on 'rizz',gen_z,english,
vibe check moment.,social mood assessment,Variant phrase based on 'vibe check',gen_z,english,
omsim fr.,oo mismo,Variant phrase based on 'omsim',filipino_slang,filipino,
jowa rn pls,partner,Variant phrase based on 'jowa',filipino_slang,filipino,
lowkey sana all asap,i wish everyone,Variant phrase based on 'sana all',filipino_slang,filipino,
copium.,false hope,Excuses to feel better,internet,english,
literal rizz asap,charisma,Variant phrase based on 'rizz',gen_z,english,
slay rn asap,excellent,Variant phrase based on 'slay',gen_z,english,
ate fr,performed well,Did something impressively,gen_z,english,
vibe check moment fr,social mood assessment,Variant phrase based on 'vibe check',gen_z,english,
highkey sigma!,independent person,Variant phrase based on 'sigma',gen_alpha,english,
jejemon moment??,overly stylized texter,Variant phrase based on 'jejemon',filipino_slang,filipino,
finna af fr,going to,Variant phrase based on 'finna',slang,english,
ngl pls,not gonna lie,Honest admission,abbreviation,english,
cook bro.,perform well,Variant phrase based on 'cook',gen_z,english,
brb fr asap,be right back,Variant phrase based on 'brb',abbreviation,english,
china oil no cap pls,cheers,Variant phrase based on 'china oil',filipino_slang,filipino,
drip af??,fashion style,Variant phrase based on 'drip',gen_z,english,
bussin fr,delicious,"Very good, usually food",gen_z,english,
sigma fr pls,independent person,Variant phrase based on 'sigma',gen_alpha,english,
ghosted rn!,suddenly ignored,Variant phrase based on 'ghosted',internet,english,
clout fr tbh,influence,Variant phrase based on 'clout',internet,english,
lods bro rn,idol,Variant phrase based on 'lods',filipino_slang,filipino,
omsim bro.,oo mismo,Variant phrase based on 'omsim',filipino_slang,filipino,
mood rn??,relatable feeling,Variant phrase based on 'mood',gen_z,english,
ngl rn??,not gonna lie,Variant phrase based on 'ngl',abbreviation,english,
highkey simp pls,overly devoted person,Variant phrase based on 'simp',internet,english,
edi wow fr!,sarcastic reaction,Variant phrase based on 'edi wow',filipino_slang,filipino,
lowkey eme tbh,whatever,Variant phrase based on 'eme',filipino_slang,filipino,
very goated,greatest of all time,Variant phrase based on 'goated',gen_z,english,
highkey its giving,it resembles,Variant phrase based on 'its giving',gen_z,english,
literal hanash tbh,topic,Variant phrase based on 'hanash',filipino_slang,filipino,
delulu bro.,delusional,Variant phrase based on 'delulu',gen_z,english,
its giving no cap pls,it resembles,Variant phrase based on 'its giving',gen_z,english,
keri moment tbh,can handle,Variant phrase based on 'keri',filipino_slang,filipino,
slay??,excellent,Doing very well,gen_z,english,
literal npc tbh,unoriginal person,Variant phrase based on 'npc',gen_z,english,
china oil no cap rn,cheers,Variant phrase based on 'china oil',filipino_slang,filipino,
walwal no cap!,party hard,Variant phrase based on 'walwal',filipino_slang,filipino,
vibe check moment rn,social mood assessment,Variant phrase based on 'vibe check',gen_z,english,
lowkey ngl fr,not gonna lie,Variant phrase based on 'ngl',abbreviation,english,
very omsim??,oo mismo,Variant phrase based on 'omsim',filipino_slang,filipino,
highkey lodi pls,idol,Variant phrase based on 'lodi',filipino_slang,filipino,
lodi pls,idol,Someone admired,filipino_slang,filipino,
lowkey beshy asap,bestie,Variant phrase based on 'beshy',filipino_slang,filipino,
clout rn fr,influence,Variant phrase based on 'clout',internet,english,
kilig bro pls,romantic excitement,Variant phrase based on 'kilig',filipino_slang,filipino,
ratio bro??,negative response,Variant phrase based on 'ratio',internet,english,
simp bro!,overly devoted person,Variant phrase based on 'simp',internet,english,
touch grass bro asap,go outside,Variant phrase based on 'touch grass',gen_z,english,
literal walwal fr,party hard,Variant phrase based on 'walwal',filipino_slang,filipino,
werpa,power,Energy or hype,filipino_slang,filipino,
highkey alpha asap,dominant person,Variant phrase based on 'alpha',gen_z,english,
beshy moment asap,bestie,Variant phrase based on 'beshy',filipino_slang,filipino,
charot no cap rn,just kidding,Variant phrase based on 'charot',filipino_slang,filipino,
let him cook moment asap,allow him to continue,Variant phrase based on 'let him cook',gen_z,english,
tbh af??,to be honest,Variant phrase based on 'tbh',abbreviation,english,
sana all rn!,i wish everyone,Variant phrase based on 'sana all',filipino_slang,filipino,
skibidi fr,nonsense meme,Absurd meme reference,gen_alpha,english,
vibe check no cap tbh,social mood assessment,Variant phrase based on 'vibe check',gen_z,english,
lowkey tbh.,to be honest,Variant phrase based on 'tbh',abbreviation,english,
very lmao pls,laughing hard,Variant phrase based on 'lmao',abbreviation,english,
omsim.,oo mismo,Strong agreement,filipino_slang,filipino,
touch grass af??,go outside,Variant phrase based on 'touch grass',gen_z,english,
lowkey fr pls,slightly,Variant phrase based on 'lowkey',gen_z,english,
lowkey tbh rn,to be honest,Variant phrase based on 'tbh',abbreviation,english,
highkey sana all rn,i wish everyone,Variant phrase based on 'sana all',filipino_slang,filipino,
kilig fr fr,romantic excitement,Variant phrase based on 'kilig',filipino_slang,filipino,
mood fr,relatable feeling,Strong emotional relatability,gen_z,english,
highkey eme,whatever,Variant phrase based on 'eme',filipino_slang,filipino,
highkey sana all!,i wish everyone,Variant phrase based on 'sana all',filipino_slang,filipino,
simp no cap,overly devoted person,Variant phrase based on 'simp',internet,english,
sana all asap,i wish everyone,Expression of envy,filipino_slang,filipino,
lowkey no cap tbh,slightly,Variant phrase based on 'lowkey',gen_z,english,
highkey highkey fr,strongly,Variant phrase based on 'highkey',gen_z,english,
alpha fr rn,dominant person,Variant phrase based on 'alpha',gen_z,english,
edi wow fr rn,sarcastic reaction,Variant phrase based on 'edi wow',filipino_slang,filipino,
eme rn tbh,whatever,Variant phrase based on 'eme',filipino_slang,filipino,
lowkey awit tbh,ouch,Variant phrase based on 'awit',filipino_slang,filipino,
simp rn asap,overly devoted person,Variant phrase based on 'simp',internet,english,
lowkey chika!,gossip,Variant phrase based on 'chika',filipino_slang,filipino,
awit moment pls,ouch,Variant phrase based on 'awit',filipino_slang,filipino,
chika rn asap,gossip,Variant phrase based on 'chika',filipino_slang,filipino,
lowkey sana all??,i wish everyone,Variant phrase based on 'sana all',filipino_slang,filipino,
cook rn.,perform well,Variant phrase based on 'cook',gen_z,english,
literal hayup asap,crazy,Variant phrase based on 'hayup',filipino_slang,filipino,
eme af tbh,whatever,Variant phrase based on 'eme',filipino_slang,filipino,
hanash fr.,topic,Variant phrase based on 'hanash',filipino_slang,filipino,
very mood!,relatable feeling,Variant phrase based on 'mood',gen_z,english,
sus moment fr,suspicious,Variant phrase based on 'sus',gen_z,english,
highkey awit pls,ouch,Variant phrase based on 'awit',filipino_slang,filipino,
ghosted bro pls,suddenly ignored,Variant phrase based on 'ghosted',internet,english,
mid bro asap,average,Variant phrase based on 'mid',gen_z,english,
lowkey npc rn,unoriginal person,Variant phrase based on 'npc',gen_z,english,
brainrot bro,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,
lowkey fr fr,for real,Variant phrase based on 'fr',abbreviation,english,
lowkey sakalam!,malakas,Variant phrase based on 'sakalam',filipino_slang,filipino,
jejemon rn pls,overly stylized texter,Variant phrase based on 'jejemon',filipino_slang,filipino,
keri af asap,can handle,Variant phrase based on 'keri',filipino_slang,filipino,
mid bro.,average,Variant phrase based on 'mid',gen_z,english,
tbh.,to be honest,Honest statement,abbreviation,english,
sigma asap,independent person,Self-reliant personality archetype,gen_alpha,english,
cap af pls,lie,Variant phrase based on 'cap',gen_z,english,
sigma,independent person,Self-reliant personality archetype,gen_alpha,english,
lowkey gyatt fr,wow,Variant phrase based on 'gyatt',gen_alpha,english,
very brb pls,be right back,Variant phrase based on 'brb',abbreviation,english,
petmalu no cap??,malupet,Variant phrase based on 'petmalu',filipino_slang,filipino,
lowkey cook,perform well,Variant phrase based on 'cook',gen_z,english,
lods rn asap,idol,Variant phrase based on 'lods',filipino_slang,filipino,
delulu bro!,delusional,Variant phrase based on 'delulu',gen_z,english,
literal goated asap,greatest of all time,Variant phrase based on 'goated',gen_z,english,
lowkey cap??,lie,Variant phrase based on 'cap',gen_z,english,
jowa af.,partner,Variant phrase based on 'jowa',filipino_slang,filipino,
rizz fr fr,charisma,Variant phrase based on 'rizz',gen_z,english,
sigma moment fr,independent person,Variant phrase based on 'sigma',gen_alpha,english,
werpa bro asap,power,Variant phrase based on 'werpa',filipino_slang,filipino,
praning bro asap,paranoid,Variant phrase based on 'praning',filipino_slang,filipino,
